"consent","did_donate_account","sex","age","education","groups_don","groups_quest"
"no","No","male",63,"primary education",NA,NA
"no","No","female",32,"mbo",NA,NA
"yes","No","male",64,"mbo",NA,1
"no","No","female",77,"primary education",NA,NA
"no","No","male",51,"wo",NA,2
"no","No","male",67,"wo",NA,10
"no","No","female",64,"mbo",NA,1
"no","No","male",74,"mbo",NA,3
"yes","No","female",68,"vmbo",NA,1
"no","No","female",30,"wo",NA,10
"no","No","male",74,"vmbo",NA,NA
"yes","No","female",40,"mbo",NA,2
"no","No","male",21,"mbo",NA,1
"no","No","male",58,"mbo",NA,2
"no","No","female",55,"havo/vwo",NA,15
"no","No","male",67,"vmbo",NA,NA
"yes","Yes","male",70,"hbo",NA,3
"yes","No","female",55,"mbo",NA,NA
"no","No","female",48,"havo/vwo",NA,8
"yes","No","male",47,"primary education",NA,NA
"no","No","male",55,"hbo",NA,12
"no","No","female",66,"havo/vwo",NA,1
"yes","No","female",34,"mbo",NA,7
"no","No","female",43,"wo",NA,15
"no","No","male",74,"havo/vwo",NA,NA
"no","No","female",65,"vmbo",NA,NA
"no","No","female",68,"vmbo",NA,5
"yes","Yes","female",55,"mbo",NA,8
"no","No","male",66,"primary education",NA,1
"no","No","male",85,"vmbo",NA,NA
"no","No","female",69,"vmbo",NA,NA
"no","No","female",39,"wo",NA,20
"yes","No","male",83,"mbo",NA,1
"no","No","female",49,"mbo",NA,80
"no","No","male",59,"vmbo",NA,NA
"yes","Yes","male",35,"mbo",11,9
"no","No","male",17,NA,NA,6
"no","No","male",84,"hbo",NA,NA
"no","No","female",39,"mbo",NA,10
"yes","Yes","female",40,"hbo",57,10
"yes","No","male",79,"mbo",NA,1
"no","No","male",68,"mbo",NA,5
"no","No","male",63,"hbo",NA,NA
"no","No","male",79,"hbo",NA,2
"no","No","male",66,"hbo",NA,2
"no","No","female",68,"vmbo",NA,NA
"no","No","male",56,"vmbo",NA,2
"no","No","female",48,"hbo",NA,7
"no","No","male",40,"hbo",NA,2
"no","No","male",35,"hbo",NA,20
"no","No","male",69,"hbo",NA,11
"yes","No","male",16,"primary education",NA,13
"yes","No","female",62,"hbo",NA,10
"no","No","female",62,"vmbo",NA,15
"no","No","male",63,"mbo",NA,2
"yes","No","male",74,"mbo",NA,10
"no","No","male",24,"vmbo",NA,3
"no","No","female",81,"havo/vwo",NA,NA
"no","No","male",41,"hbo",NA,NA
"yes","Yes","male",45,"mbo",68,7
"no","No","female",68,"vmbo",NA,3
"no","No","female",64,"wo",NA,2
"no","No","female",47,"mbo",NA,25
"no","No","female",76,"vmbo",NA,NA
"yes","No","male",71,"mbo",NA,2
"no","No","female",83,"hbo",NA,NA
"no","No","female",82,"havo/vwo",NA,NA
"yes","Yes","male",37,"mbo",82,20
"no","No","female",42,"hbo",NA,7
"no","No","female",49,"mbo",NA,1
"yes","Yes","female",33,"vmbo",3,3
"no","No","female",71,"mbo",NA,4
"no","No","male",17,"primary education",NA,5
"yes","Yes","female",66,"mbo",5,3
"no","No","female",53,"mbo",NA,3
"no","No","female",71,"hbo",NA,NA
"no","No","male",72,"hbo",NA,3
"no","No","male",70,"vmbo",NA,3
"yes","No","male",60,"mbo",NA,5
"no","No","male",69,"mbo",NA,5
"yes","No","male",63,"hbo",NA,3
"no","No","female",65,"wo",NA,12
"yes","No","male",61,"mbo",NA,4
"no","No","female",63,"hbo",NA,15
"no","No","female",21,"primary education",NA,2
"no","No","female",44,"hbo",NA,10
"no","No","female",61,"vmbo",NA,15
"yes","No","female",24,"hbo",NA,25
"no","No","female",71,"mbo",NA,3
"yes","Yes","male",61,"hbo",25,17
"no","No","female",82,"vmbo",NA,NA
"yes","No","female",64,"hbo",NA,7
"no","No","male",54,"hbo",NA,NA
"no","No","female",17,"havo/vwo",NA,120
"no","No","male",22,"havo/vwo",NA,60
"no","No","male",60,"vmbo",NA,4
"no","No","male",72,"hbo",NA,1
"no","No","male",80,"wo",NA,1
"no","No","male",73,"hbo",NA,2
"yes","No","male",24,"wo",NA,5
"no","No","female",75,"vmbo",NA,4
"no","No","male",32,"wo",NA,2
"no","No","female",35,"wo",NA,12
"no","No","male",62,"vmbo",NA,NA
"no","No","female",50,"hbo",NA,5
"no","No","female",41,"wo",NA,10
"no","No","female",77,"havo/vwo",NA,NA
"no","No","female",51,"vmbo",NA,8
"no","No","female",65,"wo",NA,5
"no","No","female",38,"wo",NA,10
"no","No","male",82,"hbo",NA,1
"no","No","female",27,"mbo",NA,7
"no","No","male",71,"wo",NA,4
"yes","No","male",76,"mbo",NA,1
"no","No","female",70,"mbo",NA,3
"no","No","male",70,"hbo",NA,2
"no","No","male",78,"hbo",NA,NA
"no","No","female",80,"primary education",NA,NA
"no","No","female",64,"vmbo",NA,NA
"yes","No","female",36,"hbo",NA,10
"no","No","female",51,"wo",NA,5
"no","No","female",50,"hbo",NA,19
"no","No","male",47,"hbo",NA,3
"no","No","female",62,"havo/vwo",NA,NA
"yes","No","female",57,"havo/vwo",NA,3
"no","No","female",32,"hbo",NA,10
"no","No","male",68,"mbo",NA,4
"no","No","male",75,"havo/vwo",NA,1
"yes","No","female",71,"vmbo",NA,5
"no","No","male",54,"mbo",NA,5
"yes","Yes","male",50,"hbo",56,4
"no","No","female",60,"mbo",NA,6
"no","No","female",56,"mbo",NA,3
"no","No","male",77,"mbo",NA,5
"yes","Yes","female",47,"mbo",NA,7
"yes","Yes","male",35,"hbo",169,35
"no","No","male",68,"hbo",NA,5
"no","No","female",17,"havo/vwo",NA,10
"no","No","male",79,"mbo",NA,NA
"no","No","male",77,"mbo",NA,3
"yes","Yes","male",40,"havo/vwo",129,10
"no","No","male",75,"vmbo",NA,NA
"no","No","male",75,"vmbo",NA,2
"no","No","female",22,"mbo",NA,7
"no","No","female",52,"hbo",NA,20
"no","No","male",89,"mbo",NA,NA
"no","No","male",76,"wo",NA,NA
"no","No","female",71,"wo",NA,2
"no","No","female",37,"hbo",NA,NA
"yes","Yes","female",24,"havo/vwo",31,30
"no","No","female",18,"vmbo",NA,5
"yes","No","male",41,"wo",NA,15
"no","No","female",83,"vmbo",NA,NA
"no","No","male",78,"mbo",NA,NA
"no","No","male",58,"havo/vwo",NA,3
"yes","No","male",23,"hbo",NA,20
"no","No","female",87,"primary education",NA,NA
"yes","No","male",17,"primary education",NA,8
"no","No","male",67,"vmbo",NA,NA
"yes","Yes","male",30,"hbo",114,5
"no","No","female",62,"havo/vwo",NA,NA
"no","No","female",52,"mbo",NA,NA
"no","No","male",36,"wo",NA,10
"no","No","female",88,"havo/vwo",NA,1
"no","No","male",61,"mbo",NA,2
"no","No","female",65,"wo",NA,6
"yes","Yes","female",50,"vmbo",NA,2
"yes","No","female",66,"vmbo",NA,4
"no","No","female",67,"hbo",NA,2
"no","No","female",58,"hbo",NA,7
"no","No","female",40,"havo/vwo",NA,8
"no","No","female",48,"vmbo",NA,3
"no","No","female",22,"mbo",NA,15
"no","No","female",56,"hbo",NA,10
"no","No","male",40,"mbo",NA,3
"no","No","male",66,"mbo",NA,2
"yes","No","female",46,"mbo",NA,5
"yes","No","female",72,"mbo",NA,8
"yes","No","female",28,"hbo",NA,16
"no","No","female",69,"vmbo",NA,3
"no","No","female",56,"vmbo",NA,3
"yes","No","male",40,"hbo",NA,4
"no","No","female",47,"wo",NA,50
"no","No","female",62,"havo/vwo",NA,NA
"yes","No","female",31,"wo",NA,50
"no","No","male",43,"hbo",NA,2
"no","No","male",38,"havo/vwo",NA,NA
"yes","No","male",29,"wo",NA,50
"no","No","male",58,"hbo",NA,15
"no","No","female",69,"hbo",NA,5
"no","No","male",70,"hbo",NA,4
"no","No","male",71,"vmbo",NA,1
"yes","No","female",37,"wo",NA,10
"no","No","male",83,"vmbo",NA,NA
"yes","Yes","female",29,"wo",25,6
"no","No","female",68,"hbo",NA,2
"no","No","male",49,"mbo",NA,3
"yes","No","female",28,"wo",NA,15
"no","No","male",70,"hbo",NA,NA
"yes","Yes","female",37,"wo",2,2
"no","No","female",48,"mbo",NA,5
"no","No","female",38,"havo/vwo",NA,NA
"no","No","female",74,"primary education",NA,1
"no","No","female",70,"mbo",NA,5
"no","No","male",71,"vmbo",NA,2
"no","No","female",55,"hbo",NA,3
"no","No","female",77,"hbo",NA,3
"yes","No","female",38,"wo",NA,8
"no","No","female",24,"wo",NA,30
"no","No","male",23,"vmbo",NA,5
"yes","Yes","male",37,"mbo",31,10
"yes","Yes","female",29,"wo",12,2
"no","No","female",62,"mbo",NA,8
"no","No","female",57,"mbo",NA,3
"no","No","male",65,"havo/vwo",NA,15
"no","No","male",33,"mbo",NA,NA
"no","No","male",45,"hbo",NA,10
"yes","No","female",26,"hbo",NA,20
"no","No","male",69,"wo",NA,10
"no","No","female",74,"hbo",NA,NA
"no","No","male",29,"hbo",NA,20
"no","No","female",63,"hbo",NA,8
"no","No","female",79,"wo",NA,NA
"no","No","female",53,"hbo",NA,15
"yes","No","male",69,"havo/vwo",NA,NA
"yes","No","male",76,"havo/vwo",NA,4
"no","No","female",56,"wo",NA,8
"yes","Yes","male",52,"mbo",NA,6
"no","No","female",82,"hbo",NA,3
"no","No","female",70,"hbo",NA,5
"no","No","male",69,"mbo",NA,5
"no","No","male",57,"hbo",NA,15
"yes","No","male",19,"havo/vwo",NA,20
"no","No","male",20,"vmbo",NA,6
"no","No","male",51,"vmbo",NA,NA
"no","No","male",82,"vmbo",NA,NA
"yes","Yes","female",43,"vmbo",9,6
"no","No","female",71,"primary education",NA,NA
"no","No","female",65,"wo",NA,7
"no","No","female",86,"hbo",NA,NA
"no","No","male",69,"primary education",NA,NA
"yes","No","female",61,"mbo",NA,2
"no","No","female",55,"hbo",NA,8
"no","No","male",74,"mbo",NA,2
"no","No","male",28,"wo",NA,4
"yes","Yes","male",41,"mbo",7,3
"no","No","male",58,"mbo",NA,160
"no","No","female",61,"vmbo",NA,5
"no","No","male",79,"havo/vwo",NA,1
"no","No","female",65,"mbo",NA,5
"yes","Yes","male",34,"mbo",22,10
"yes","Yes","male",28,"hbo",67,20
"no","No","male",70,"mbo",NA,NA
"no","No","female",62,"hbo",NA,18
"no","No","male",43,"hbo",NA,1
"no","No","female",71,"mbo",NA,NA
"no","No","male",35,"mbo",NA,4
"no","No","female",77,"vmbo",NA,NA
"no","No","female",78,"vmbo",NA,2
"no","No","female",64,"mbo",NA,1
"no","No","female",76,"vmbo",NA,1
"no","No","male",65,"mbo",NA,20
"yes","Yes","male",25,"havo/vwo",20,30
"no","No","male",54,"mbo",NA,1
"yes","Yes","male",34,"hbo",49,25
"no","No","male",70,"vmbo",NA,NA
"no","No","male",31,"wo",NA,15
"no","No","male",66,"mbo",NA,NA
"no","No","female",36,"wo",NA,8
"yes","No","female",31,"mbo",NA,6
"no","No","female",42,"hbo",NA,2
"yes","No","female",18,"primary education",NA,60
"no","No","female",52,"mbo",NA,10
"no","No","female",53,"mbo",NA,3
"no","No","male",72,"hbo",NA,10
"no","No","male",65,"mbo",NA,5
"no","No","female",41,"hbo",NA,8
"yes","No","male",43,"havo/vwo",NA,5
"no","No","female",44,"mbo",NA,NA
"no","No","female",38,"mbo",NA,8
"no","No","female",69,"mbo",NA,5
"no","No","female",54,"mbo",NA,25
"no","No","male",41,"mbo",NA,6
"no","No","male",43,"vmbo",NA,NA
"no","No","female",44,"hbo",NA,30
"no","No","female",37,"mbo",NA,6
"no","No","male",26,"hbo",NA,40
"no","No","male",59,"havo/vwo",NA,4
"no","No","male",25,"havo/vwo",NA,NA
"yes","Yes","female",28,"hbo",8,4
"no","No","female",57,"primary education",NA,2
"no","No","female",71,"mbo",NA,NA
"yes","No","female",80,"vmbo",NA,NA
"no","No","female",32,"mbo",NA,8
"no","No","male",29,"havo/vwo",NA,10
"no","No","female",35,"mbo",NA,10
"no","No","male",18,"vmbo",NA,NA
"no","No","male",35,"wo",NA,25
"yes","Yes","female",30,"hbo",28,25
"no","No","female",22,"hbo",NA,NA
"yes","No","female",55,"primary education",NA,4
"no","No","female",85,"vmbo",NA,NA
"no","No","male",62,"hbo",NA,10
"yes","No","female",60,"hbo",NA,10
"no","No","female",56,NA,NA,NA
"no","No","female",65,"vmbo",NA,4
"yes","No","male",44,"mbo",NA,5
"no","No","female",66,"vmbo",NA,2
"no","No","female",84,"mbo",NA,NA
"yes","Yes","female",42,"hbo",81,3
"yes","No","male",34,"havo/vwo",NA,5
"no","No","female",75,"vmbo",NA,NA
"yes","No","male",22,"hbo",NA,5
"no","No","female",30,"hbo",NA,9
"no","No","female",60,"wo",NA,8
"yes","Yes","male",53,"havo/vwo",29,2
"yes","No","male",43,"hbo",NA,20
"no","No","female",76,"primary education",NA,NA
"no","No","female",66,"mbo",NA,NA
"no","No","female",76,"havo/vwo",NA,NA
"no","No","male",24,"wo",NA,15
"yes","Yes","female",21,"havo/vwo",95,100
"yes","No","male",52,"hbo",NA,6
"yes","No","male",34,"wo",NA,7
"yes","Yes","male",72,"havo/vwo",3,3
"no","No","female",22,"primary education",NA,NA
"yes","No","female",20,"primary education",NA,60
"no","No","female",71,"vmbo",NA,1
"no","No","male",84,"wo",NA,8
"no","No","female",60,"vmbo",NA,2
"yes","Yes","male",70,"hbo",32,2
"no","No","female",72,"havo/vwo",NA,4
"yes","No","female",25,"wo",NA,10
"yes","No","female",54,"mbo",NA,3
"no","No","female",69,"hbo",NA,3
"no","No","female",61,"hbo",NA,50
"no","No","female",85,"vmbo",NA,NA
"no","No","female",56,"havo/vwo",NA,1
"no","No","male",57,"vmbo",NA,10
"no","No","female",45,"vmbo",NA,5
"no","No","male",54,"wo",NA,NA
"no","No","male",64,"hbo",NA,4
"no","No","male",17,"primary education",NA,9
"no","No","female",53,"hbo",NA,5
"yes","Yes","female",51,"hbo",20,4
"yes","No","female",68,"havo/vwo",NA,6
"no","No","male",35,"vmbo",NA,2
"no","No","male",38,"mbo",NA,6
"no","No","male",83,"mbo",NA,4
"no","No","female",49,"vmbo",NA,5
"no","No","female",44,"vmbo",NA,6
"no","No","female",77,"mbo",NA,NA
"no","No","female",28,"wo",NA,50
"no","No","male",18,"primary education",NA,NA
"no","No","male",68,"havo/vwo",NA,NA
"no","No","male",69,"vmbo",NA,NA
"no","No","female",62,"hbo",NA,7
"no","No","male",79,"primary education",NA,NA
"no","No","female",17,"vmbo",NA,5
"yes","No","female",60,"hbo",NA,15
"no","No","female",65,"hbo",NA,2
"no","No","male",59,NA,NA,2
"yes","No","female",16,"primary education",NA,10
"yes","Yes","female",29,"wo",38,20
"yes","Yes","male",25,"hbo",9,6
"yes","No","male",43,"vmbo",NA,6
"no","No","male",75,"primary education",NA,2
"no","No","female",18,"havo/vwo",NA,50
"no","No","male",48,"havo/vwo",NA,NA
"no","No","male",74,"hbo",NA,20
"yes","Yes","female",43,"vmbo",59,30
"yes","Yes","female",34,"mbo",78,5
"yes","No","male",41,"wo",NA,6
"no","No","female",64,"mbo",NA,NA
"yes","Yes","female",33,"vmbo",8,7
"no","No","female",71,"mbo",NA,NA
"no","No","female",60,"hbo",NA,1
"no","No","male",54,"havo/vwo",NA,8
"no","No","male",69,"vmbo",NA,2
"no","No","male",60,"havo/vwo",NA,NA
"yes","No","female",66,"mbo",NA,10
"no","No","male",31,"mbo",NA,NA
"no","No","male",45,"mbo",NA,7
"no","No","female",69,"primary education",NA,15
"yes","Yes","female",25,"havo/vwo",49,30
"no","No","female",30,"vmbo",NA,4
"no","No","male",62,"mbo",NA,NA
"no","No","female",75,"primary education",NA,NA
"no","No","female",56,"hbo",NA,2
"no","No","female",48,"mbo",NA,6
"no","No","male",81,"hbo",NA,1
"no","No","male",67,"hbo",NA,6
"no","No","female",74,"vmbo",NA,5
"no","No","male",76,"hbo",NA,3
"no","No","female",25,"mbo",NA,5
"no","No","female",37,"hbo",NA,10
"no","No","male",42,"wo",NA,10
"yes","No","female",69,"vmbo",NA,5
"no","No","male",28,"mbo",NA,5
"no","No","male",70,"mbo",NA,3
"yes","No","female",62,"hbo",NA,4
"yes","Yes","female",59,"hbo",31,5
"yes","Yes","female",69,"havo/vwo",5,NA
"no","No","male",37,"wo",NA,25
"no","No","male",39,"hbo",NA,40
"no","No","male",73,"hbo",NA,1
"no","No","female",63,"havo/vwo",NA,6
"no","No","female",59,"vmbo",NA,10
"yes","No","male",38,"havo/vwo",NA,2
"yes","Yes","male",34,"hbo",20,10
"yes","No","female",32,"wo",NA,20
"no","No","female",82,"vmbo",NA,NA
"yes","No","female",56,"mbo",NA,3
"no","No","female",19,"vmbo",NA,1
"yes","No","male",60,"hbo",NA,3
"no","No","female",48,"havo/vwo",NA,6
"no","No","male",66,"mbo",NA,5
"no","No","male",58,"hbo",NA,3
"no","No","female",57,"hbo",NA,15
"no","No","female",78,"vmbo",NA,NA
"no","No","female",44,"wo",NA,22
"yes","No","male",36,"hbo",NA,15
"no","No","female",50,"hbo",NA,10
"no","No","female",70,"havo/vwo",NA,4
"no","No","female",81,"vmbo",NA,NA
"yes","No","male",81,"hbo",NA,NA
"no","No","female",53,"primary education",NA,NA
"no","No","female",71,"hbo",NA,2
"no","No","female",43,"hbo",NA,12
"no","No","male",33,"mbo",NA,15
"no","No","male",75,"wo",NA,NA
"yes","Yes","male",64,"mbo",51,15
"no","No","male",57,"wo",NA,NA
"no","No","female",80,"vmbo",NA,1
"no","No","male",73,"primary education",NA,4
"no","No","female",17,"vmbo",NA,30
"no","No","female",71,"vmbo",NA,1
"no","No","female",76,"vmbo",NA,3
"no","No","female",82,"hbo",NA,NA
"no","No","female",39,"hbo",NA,10
"no","No","male",73,"mbo",NA,5
"no","No","female",70,"havo/vwo",NA,1
"no","No","male",43,"mbo",NA,10
"no","No","male",81,"wo",NA,1
"yes","No","female",27,"hbo",NA,30
"no","No","female",72,"vmbo",NA,3
"no","No","female",62,"mbo",NA,18
"yes","No","male",53,"hbo",NA,4
"yes","No","male",78,"vmbo",NA,NA
"no","No","female",22,"hbo",NA,28
"no","No","male",55,"mbo",NA,10
"yes","No","female",79,"hbo",NA,5
"yes","Yes","female",62,"havo/vwo",53,5
"no","No","female",65,"hbo",NA,10
"yes","No","female",41,"hbo",NA,5
"no","No","female",78,"havo/vwo",NA,7
"no","No","female",40,"havo/vwo",NA,12
"no","No","female",36,"wo",NA,30
"no","No","female",69,"hbo",NA,8
"no","No","female",52,"wo",NA,7
"no","No","female",37,"mbo",NA,5
"yes","Yes","male",56,"mbo",5,3
"no","No","male",39,"hbo",NA,10
"no","No","male",79,"hbo",NA,NA
"no","No","male",59,"hbo",NA,4
"yes","Yes","female",20,"havo/vwo",25,15
"no","No","male",67,"vmbo",NA,2
"no","No","male",38,"wo",NA,4
"no","No","male",42,"mbo",NA,20
"yes","Yes","male",53,"hbo",9,5
"no","No","female",28,"mbo",NA,6
"no","No","male",81,"hbo",NA,NA
"no","No","male",58,"mbo",NA,10
"no","No","male",68,"hbo",NA,3
"no","No","female",64,"hbo",NA,3
"no","No","female",63,"mbo",NA,4
"no","No","female",66,"vmbo",NA,5
"no","No","male",74,"wo",NA,1
"no","No","male",46,"vmbo",NA,NA
"no","No","male",39,"hbo",NA,6
"no","No","female",72,"mbo",NA,10
"no","No","female",62,"mbo",NA,1
"no","No","female",73,"wo",NA,5
"no","No","female",78,"wo",NA,4
"yes","Yes","male",34,"hbo",27,10
"yes","No","female",28,"hbo",NA,10
"no","No","male",27,"vmbo",NA,2
"no","No","male",48,"hbo",NA,5
"no","No","female",74,"vmbo",NA,NA
"no","No","male",70,"vmbo",NA,2
"no","No","female",55,"vmbo",NA,NA
"no","No","male",82,"hbo",NA,NA
"no","No","male",20,"primary education",NA,10
"yes","Yes","male",73,"hbo",3,3
"no","No","female",49,"hbo",NA,30
"no","No","male",36,"mbo",NA,6
"no","No","female",46,"hbo",NA,6
"no","No","female",28,"wo",NA,15
"no","No","female",61,"mbo",NA,5
"no","No","female",54,"mbo",NA,2
"no","No","male",52,"vmbo",NA,3
"no","No","male",54,"hbo",NA,10
"no","No","male",49,"vmbo",NA,2
"no","No","female",81,"vmbo",NA,NA
"yes","No","female",70,"mbo",NA,10
"no","No","male",63,"primary education",NA,2
"no","No","male",32,"mbo",NA,10
"no","No","male",18,"havo/vwo",NA,8
"yes","No","female",36,"wo",NA,15
"no","No","female",29,"mbo",NA,52
"no","No","female",49,"mbo",NA,8
"no","No","female",69,"vmbo",NA,3
"no","No","male",45,"mbo",NA,12
"no","No","female",64,"vmbo",NA,2
"no","No","female",47,"mbo",NA,200
"no","No","male",59,"wo",NA,11
"no","No","male",27,"primary education",NA,NA
"no","No","female",44,"mbo",NA,4
"no","No","female",40,"mbo",NA,10
"no","No","female",64,"wo",NA,10
"yes","Yes","male",18,"vmbo",17,7
"no","No","male",68,"havo/vwo",NA,5
"no","No","female",56,"hbo",NA,30
"no","No","male",30,"mbo",NA,12
"yes","No","female",34,"hbo",NA,12
"no","No","female",74,"hbo",NA,1
"no","No","female",64,"mbo",NA,4
"no","No","female",73,"primary education",NA,NA
"yes","Yes","male",73,"mbo",NA,NA
"yes","Yes","male",18,"primary education",35,3
"no","No","male",42,"mbo",NA,15
"yes","Yes","male",17,"havo/vwo",41,10
"yes","Yes","female",28,"havo/vwo",12,2
"no","No","female",50,"wo",NA,5
"no","No","male",73,"mbo",NA,NA
"no","No","female",75,"mbo",NA,5
"no","No","male",20,"primary education",NA,NA
"no","No","female",70,"mbo",NA,7
"yes","Yes","female",28,"wo",168,50
"no","No","male",48,"hbo",NA,20
"yes","Yes","male",48,"wo",56,5
"yes","No","male",69,"mbo",NA,2
"no","No","female",68,"havo/vwo",NA,4
"no","No","female",29,"wo",NA,1
"no","No","female",89,"havo/vwo",NA,NA
"no","No","male",77,"vmbo",NA,3
"no","No","female",35,"hbo",NA,10
"no","No","male",17,"vmbo",NA,6
"no","No","female",32,"hbo",NA,8
"no","No","male",73,"hbo",NA,7
"no","No","female",76,"hbo",NA,3
"no","No","male",57,"mbo",NA,NA
"no","No","female",55,"mbo",NA,3
"no","No","female",82,"primary education",NA,NA
"no","No","female",20,"havo/vwo",NA,100
"no","No","male",72,"hbo",NA,6
"no","No","female",59,"vmbo",NA,5
"no","No","female",43,"mbo",NA,5
"no","No","female",54,"hbo",NA,20
"yes","No","female",30,"primary education",NA,NA
"yes","Yes","male",61,"mbo",4,3
"yes","No","male",65,"vmbo",NA,3
"no","No","male",52,"mbo",NA,20
"no","No","male",17,"havo/vwo",NA,15
"no","No","female",79,"vmbo",NA,11
"no","No","male",61,"hbo",NA,5
"no","No","male",84,"mbo",NA,NA
"yes","No","female",53,"hbo",NA,8
"no","No","male",69,"wo",NA,5
"no","No","male",64,"havo/vwo",NA,NA
"yes","No","male",64,"hbo",NA,2
"no","No","female",58,"mbo",NA,6
"no","No","female",51,"hbo",NA,20
"no","No","female",68,"havo/vwo",NA,NA
"no","No","male",74,"primary education",NA,NA
"no","No","female",74,"vmbo",NA,4
"no","No","male",65,"wo",NA,NA
"no","No","female",78,"vmbo",NA,1
"yes","Yes","female",32,"mbo",18,8
"no","No","male",79,"hbo",NA,1
"no","No","male",32,"wo",NA,5
"no","No","female",54,"vmbo",NA,10
"no","No","female",50,"mbo",NA,6
"no","No","male",34,"wo",NA,50
"no","No","male",51,"mbo",NA,NA
"no","No","male",65,"havo/vwo",NA,3
"no","No","male",44,"hbo",NA,12
"no","No","female",63,"vmbo",NA,NA
"yes","No","male",32,"wo",NA,5
"no","No","female",81,"hbo",NA,2
"no","No","male",73,"hbo",NA,5
"no","No","female",76,"mbo",NA,4
"yes","No","female",34,"wo",NA,30
"no","No","male",65,"primary education",NA,NA
"no","No","female",69,"havo/vwo",NA,4
"no","No","female",51,"havo/vwo",NA,20
"no","No","female",64,"hbo",NA,5
"no","No","female",52,"primary education",NA,6
"no","No","male",32,"wo",NA,6
"yes","Yes","male",34,"hbo",45,30
"no","No","female",55,"hbo",NA,10
"no","No","male",56,"mbo",NA,3
"yes","Yes","male",31,"wo",39,28
"no","No","female",87,"mbo",NA,6
"yes","No","female",57,"vmbo",NA,10
"no","No","male",41,"mbo",NA,1
"no","No","female",72,"vmbo",NA,4
"yes","No","male",44,"wo",NA,15
"no","No","male",76,"mbo",NA,3
"no","No","female",71,"vmbo",NA,8
"no","No","female",32,"wo",NA,15
"yes","No","female",23,"vmbo",NA,10
"yes","Yes","male",43,"wo",90,15
"yes","Yes","female",28,"wo",165,10
"yes","No","female",32,"hbo",NA,45
"no","No","male",38,"hbo",NA,7
"no","No","female",27,"wo",NA,8
"no","No","female",27,"havo/vwo",NA,20
"no","No","male",72,"mbo",NA,3
"yes","No","male",54,"hbo",NA,2
"yes","Yes","female",23,"hbo",65,7
"no","No","female",49,"hbo",NA,7
"yes","No","male",69,"hbo",NA,20
"no","No","female",77,"hbo",NA,NA
"no","No","female",70,"vmbo",NA,2
"no","No","male",64,"hbo",NA,12
"yes","No","female",65,"mbo",NA,11
"no","No","male",82,"hbo",NA,NA
"yes","No","female",43,"vmbo",NA,15
"no","No","female",76,"hbo",NA,1
"yes","No","female",59,"hbo",NA,NA
"yes","No","male",76,"mbo",NA,3
"no","No","female",35,"mbo",NA,20
"no","No","female",69,"mbo",NA,2
"no","No","female",65,"vmbo",NA,NA
"no","No","male",50,"mbo",NA,NA
"yes","Yes","male",74,"mbo",34,17
"no","No","male",17,"primary education",NA,12
"no","No","male",81,"mbo",NA,NA
"no","No","male",55,"vmbo",NA,NA
"yes","No","male",30,"wo",NA,20
"no","No","female",17,"vmbo",NA,2
"no","No","male",67,"hbo",NA,NA
"no","No","female",69,"hbo",NA,1
"no","No","male",79,"havo/vwo",NA,NA
"yes","No","female",69,"wo",NA,4
"no","No","male",49,"mbo",NA,25
"no","No","male",91,"havo/vwo",NA,NA
"yes","No","female",74,"mbo",NA,6
"no","No","female",77,"vmbo",NA,2
"no","No","male",24,"mbo",NA,10
"no","No","female",48,NA,NA,2
"yes","No","male",58,"hbo",NA,3
"yes","No","male",76,"vmbo",NA,2
"no","No","male",53,"vmbo",NA,5
"no","No","female",59,"vmbo",NA,NA
"yes","No","male",54,"hbo",NA,11
"yes","Yes","male",32,"mbo",40,20
"no","No","female",19,"havo/vwo",NA,25
"no","No","female",59,"wo",NA,4
"no","No","male",34,"hbo",NA,20
"no","No","female",23,"primary education",NA,NA
"yes","Yes","female",31,"hbo",39,10
"no","No","female",63,"mbo",NA,3
"yes","No","male",43,"wo",NA,12
"no","No","female",68,"hbo",NA,6
"no","No","male",54,"vmbo",NA,NA
"no","No","female",69,"vmbo",NA,4
"yes","No","male",78,"vmbo",NA,NA
"yes","No","male",63,"mbo",NA,12
"no","No","female",30,"mbo",NA,6
"no","No","female",53,"wo",NA,10
"no","No","female",85,"hbo",NA,3
"no","No","female",62,"hbo",NA,40
"yes","Yes","female",21,"havo/vwo",116,30
"yes","No","female",41,"mbo",NA,5
"yes","Yes","male",58,"havo/vwo",NA,10
"no","No","male",81,"vmbo",NA,4
"no","No","male",65,"wo",NA,4
"no","No","female",32,"mbo",NA,10
"no","No","male",46,"hbo",NA,10
"no","No","male",56,"vmbo",NA,1
"yes","No","male",63,"vmbo",NA,3
"no","No","female",61,"mbo",NA,4
"no","No","female",77,"mbo",NA,7
"no","No","male",31,"hbo",NA,12
"no","No","female",61,"vmbo",NA,NA
"no","No","male",43,"vmbo",NA,NA
"yes","Yes","female",50,"hbo",9,5
"yes","No","female",40,"mbo",NA,10
"no","No","female",27,"havo/vwo",NA,2
"no","No","female",81,"vmbo",NA,2
"no","No","male",72,"vmbo",NA,3
"no","No","female",36,"mbo",NA,3
"no","No","female",74,"mbo",NA,6
"no","No","female",71,"vmbo",NA,1
"no","No","female",18,"havo/vwo",NA,10
"yes","No","male",17,"vmbo",NA,16
"yes","No","male",71,"mbo",NA,2
"no","No","female",49,"havo/vwo",NA,10
